title,price,img,description
"Ford Focus 1 поколение Седан 4-дв. , 2000",1791$ ,https://i.cars.kg/preview/r/ofmkuOES-l-d1qbm9Nh-eg/1080x-/20231120/5d1f481acf4a73c43138e56a816e4546.jpg,"Седан,серебряный,1.6л.,левыйруль,бензин,автомат,передний,"
"Mazda 323 BJ Седан , 2000",727$ ,https://i.cars.kg/preview/r/l7TNV6ESa2M176fQRaBpag/1080x-/20231120/b4cc05bb5ee6ae50e82b720ece08afbd.jpg,"Седан,вишневый,1.6л.,левыйруль,механика,"
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1998",7700$ ,https://i.cars.kg/preview/r/MdCsKQ0FsEGKPliPixUQXQ/1080x-/20231120/b0e9d37f6f0469efe4e6a2b6d5370ca2.jpg,"Седан,темно-синий,3.2л.,левыйруль,бензин,автомат,задний,"
"Kia Carnival , 2016",18000$ ,https://i.cars.kg/preview/r/QlZ6_4j3KXE0gl8Y458pTQ/1080x-/20231120/a10a445f35ef2bdd9b5635817458a80d.jpg,"Минивэн/Бус,белый,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mazda 6 1 поколение Седан , 2002",5300$ ,https://i.cars.kg/preview/r/sw45xFmmpf_7w7-eXZX4yQ/1080x-/20231120/99fd69637f6fab1127426148100c7801.jpg,"Седан,золотой,2л.,левыйруль,бензин,механика,передний,"
"Toyota Camry , 2017",17999$ ,https://i.cars.kg/preview/r/Qj-ONvRpyfs4lNYCUU64Kg/1080x-/20231120/663d008ca9acdd31ff6cbf9ac591a280.jpg,"Седан,белый,2.5л.,левыйруль,бензин,автомат,передний,"
"Subaru Forester 2 поколение [рестайлинг] , 2006",11800$ ,https://i.cars.kg/preview/r/4Ld2--2g2RUYrOdkQwTvdw/1080x-/20231120/551940730c7b75a3ad08f8b9540df65e.jpg,"Универсал,серебряный,2л.,правыйруль,газ-бензин,автомат,постоянныйполный,"
"Kia K5 1 поколение Седан , 2012",11000$ ,https://i.cars.kg/preview/r/0OE8q9L99WeloZIsXTlA9g/1080x-/20231119/291368877001980d5ddf57a1a99d88b8.jpeg,"Седан,серебряный,2.0л.,левыйруль,газ,автомат,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Toyota Alphard 1 поколение Минивэн 5-дв. , 2004",15000$ ,https://i.cars.kg/preview/r/xgukZ3pDDQDK3_fx6zaz7A/1080x-/20231119/bf14d36d8bd391ba9fb0c7562a451c56.jpeg,"Минивэн/Бус,серебряный,2.4л.,правыйруль,бензин,автомат,передний,"
"Mazda 3 BK Хетчбэк 5-дв. , 2004",5485$ ,https://i.cars.kg/preview/r/zK1sFkLIQyH11dT95T8Cpg/1080x-/20231119/5edd8d6941c699f983fd1b76dc19cdc7.jpg,"Хэтчбек,темно-синий,1.6л.,левыйруль,бензин,механика,передний,"
"Kia Carnival , 2017",24600$ ,https://i.cars.kg/preview/r/xxoudY-rIjatxqdvmhJqGQ/1080x-/20231119/5566634949a1b877e4772a49fb218477.jpg,"Минивэн/Бус,белый,2.2л.,левыйруль,дизель,автомат,передний,"
"Chevrolet Spark , 2018",8000$ ,https://i.cars.kg/preview/r/NuTsINsIY-IYm1PJs7ECPQ/1080x-/20231119/1bb20340cd0fe590a778511c9c0d87b0.jpg,"Хэтчбек,белый,левыйруль,бензин,вариатор,передний,"
"Kia Morning , 2017",9200$ ,https://i.cars.kg/preview/r/pEAB-6A9AUVuQlUdiUdfBA/1080x-/20231119/af2aa324c412280026663c29301aaa12.jpg,"Хэтчбек,белый,1л.,левыйруль,газ,автомат,передний,"
"Daewoo Lanos T100 Хетчбэк 3-дв. , 1997",1287$ ,https://i.cars.kg/preview/r/8mErKr9lZ9mmWwzjTFrlew/1080x-/20231119/08038090f3075b30a370cbe62c985e1b.jpg,"Хэтчбек,белый,1.5л.,левыйруль,бензин,механика,передний,"
"Subaru Outback 3 поколение Универсал , 2003",10000$ ,https://i.cars.kg/preview/r/-5xGWFP9QyqTkCIvNkPzoQ/1080x-/20231119/7cddcd8b3a4acf373a9e7cc9eda036f7.jpg,"Универсал,золотой,3л.,правыйруль,газ-бензин,автомат,постоянныйполный,"
"Kia K5 1 поколение Седан , 2016",15500$ ,https://i.cars.kg/preview/r/2MYqrr5DpN9aJ1jb_1yoKA/1080x-/20231119/f14f7d690ae13f906df1e812ed308683.jpg,"Седан,белый,2л.,левыйруль,газ,автомат,передний,"
"Mercedes-Benz S450, 2019",69500$ ,https://i.cars.kg/preview/r/x8NrnB8VRpq9n6hN8j3hoA/1080x-/20231119/e60504fd540b855852e18ec9d874edc0.jpg,"Седан,черный,3л.,левыйруль,бензин,автомат,задний,"
"Mercedes-Benz E-Класс W211/S211 Седан , 2004",9999$ ,https://i.cars.kg/preview/r/a2BZpjsZlZS-w-Z0fVRZBw/1080x-/20231119/f3631b84ce4812767e748310357c4e46.jpeg,"Седан,серебряный,3.2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Geely , 2023",19800$ ,https://i.cars.kg/preview/r/uJ8GfcFEMFBSiGnKUptX-A/1080x-/20231119/6ced22e64f9f9e45b3d1b9a2ff76ad54.jpg,"Кроссовер,белый,1.5л.,левыйруль,бензин,автомат,передний,"
"Kia Morning 2 поколение Хетчбэк , 2016",9999$ ,https://i.cars.kg/preview/r/1Cz4coJ9xMv2Kx2rqjsrig/1080x-/20231119/b0d3d73aaf470877b752d21df63e50a2.jpeg,"Хэтчбек,1.0л.,бензин,автомат,передний,"
"Lexus LS 4 поколение [рестайлинг] 460 седан 4-дв. , 2008",9800$ ,https://i.cars.kg/preview/r/5HKLuIzY9YqISqxs6iB42g/1080x-/20231119/c28706b771e7504432a5f61b59e215d5.jpeg,"Седан,серебряный,4.6л.,левыйруль,бензин,автомат,постоянныйполный,"
"BMW X7 M, 2020",90000$ ,https://i.cars.kg/preview/r/AUzWi4GelXDNQ9-8PRFnDw/1080x-/20231119/f5b4b597692bad0ee55e5400b4c3d9fb.jpg,"Внедорожник/Пикап,серый,3.0л.,левыйруль,дизель,автомат,постоянныйполный,"
"Toyota Passo , 2005",5000$ ,https://i.cars.kg/preview/r/X7IOKLxl3rdXiSxOHNHcNw/1080x-/20231119/f53eb3343682db381f21fdf5a6bcbbf3.jpg,"Хэтчбек,зеленый,1л.,правыйруль,бензин,автомат,передний,"
"Lexus RX 4 поколение Кроссовер , 2018",45000$ ,https://i.cars.kg/preview/r/mOkZmxpa0i05mqSmB2PkCw/1080x-/20231118/6bbc9b95dc5de365ee72641192a723dc.jpg,"Кроссовер,белый,3.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"Mercedes-Benz S-Класс , 1998",30000$ ,https://i.cars.kg/preview/r/qUjsX9kXvfpgkcBjNN8fEw/1080x-/20231118/ca54e3d6b6ca1f9a86227d5e4a3ff667.jpg,"Седан,серый,5л.,левыйруль,бензин,автомат,задний,"
"Audi A4 B6 Седан , 2002",420000$ ,https://i.cars.kg/preview/r/m1dMjE2JW7MDlBfytkwPVg/1080x-/20231118/964470e5a555d13929d5afee9dbc7e80.jpg,"Седан,серый,2л.,левыйруль,бензин,механика,передний,"
"Honda CR-V 3 поколение Кроссовер , 2008",14500$ ,https://i.cars.kg/preview/r/uo7g7vmEt_V8lJR_fB_FdQ/1080x-/20231118/e242ca16b6c726c8b8102cb96572d8bd.jpg,"Кроссовер,золотой,2.4л.,левыйруль,бензин,автомат,передний,"
"Volkswagen Golf 3 поколение Хетчбэк 5-дв. , 1993",220000$ ,,"Хэтчбек,1.8л.,левыйруль,бензин,механика,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Haval H2 1 поколение Кроссовер , 2016",30000$ ,https://i.cars.kg/preview/r/z-Zb6PBZzEwtr9eC81hYNA/1080x-/20231118/0bc51381bc97f6853b2c31493ef0720e.jpeg,"Кроссовер,серый,1.5л.,левыйруль,бензин,механика,постоянныйполный,"
"Toyota Land Cruiser J200 [2-й рестайлинг] Внедорожник , 2022",82000$ ,https://i.cars.kg/preview/r/gVQHDBfMDEoWWrNqarpKfw/1080x-/20231118/6777cc527a9e7b24f84295a398edaf43.jpg,"Внедорожник/Пикап,белый,4.л.,левыйруль,бензин,автомат,постоянныйполный,"
"Land Rover Defender 1 поколение [рестайлинг] 110 внедорожник 5-дв. , 2020",65300$ ,https://i.cars.kg/preview/r/iLA4af23HUmGjA9e_FstsQ/1080x-/20231118/d79080229eb069ccfd865568587452da.jpg,"Внедорожник/Пикап,черный,2.0л.,левыйруль,дизель,автомат,постоянныйполный,"
"Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2003",5653$ ,https://i.cars.kg/preview/r/HwffzAi0SSpF2_bZYfi64w/1080x-/20231118/04a91821a6b11060f0be9bf40bcb08b7.jpg,"Седан,серебряный,4л.,левыйруль,дизель,автомат,задний,"
"МАРКА:Zeekr ⭕ МОДЕЛЬ:001, 2023",62000$ ,https://i.cars.kg/preview/r/nLJkVVzylIC1BidQekN1Eg/1080x-/20231118/43141943943be029e4b00b44c65bc26e.jpg,"Седан,белый,1л.,левыйруль,электро,автомат,постоянныйполный,"
"Kia K7 1 поколение [рестайлинг] Седан , 2018",20500$ ,https://i.cars.kg/preview/r/QJAY9WCUA6HAlxI3yxM6mQ/1080x-/20231118/ca099e58a4b8510d05dc7ef02586ad3b.jpg,"Седан,белый,3.3л.,левыйруль,бензин,автомат,передний,"
"Toyota Allion T240 Седан , 2003",7800$ ,https://i.cars.kg/preview/r/aQSf1q6fcZsFbMhcrmAIpg/1080x-/20231118/68d01bc9222eed0d291028c631bb00fc.jpg,"Седан,серый,1.8л.,правыйруль,бензин,автомат,передний,"
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2007",16500$ ,https://i.cars.kg/preview/r/9u14MNOFhX14KDgdJCNzUg/1080x-/20231118/791443ff39847f6c5662382ba3660d7c.jpg,"Кроссовер,белый,3.5л.,левыйруль,бензин,автомат,передний,"
"Toyota Camry , 2022",33000$ ,https://i.cars.kg/preview/r/5pdfdaAzmE7poKWnKLgXbw/1080x-/20231118/d71c2d94cbc23ace8b6fe619010e84dc.jpg,"Седан,мокрыйасфальт,2.5л.,левыйруль,бензин,автомат,передний,"
"Mercedes-Benz C-Класс W202/S202 Седан , 1993",3590$ ,https://i.cars.kg/preview/r/2aBwr8W7t_zdxDqylVPWlg/1080x-/20231118/e4157570c82d1b495553a372318560fc.jpeg,"Седан,черный,2.2л.,левыйруль,бензин,механика,задний,"
"Volkswagen Passat , 1993",3358$ ,https://i.cars.kg/preview/r/33dmtEPAQCyroxNw_mPGPg/1080x-/20231117/8180f63b1d2747b757202ddbe90cd251.jpg,"Универсал,белый,1.8л.,левыйруль,бензин,"
"Honda , 2005",7836$ ,https://i.cars.kg/preview/r/_vztl2Ium_QkJ04ZQQpbDg/1080x-/20231117/416d2141baaaa5650d620fa30f0fe987.jpg,"Хэтчбек,серый,1.3л.,левыйруль,бензин,механика,передний,"
"Mercedes-Benz E-Класс W210/S210 [рестайлинг] Седан , 2000",10500$ ,https://i.cars.kg/preview/r/A0CBXbOkZAkoPT9A4hxw_w/1080x-/20231117/0bcaad017721255b5dbfde81827a766f.jpg,"Седан,серебряный,4.3л.,левыйруль,бензин,автомат,задний,"
"Toyota Harrier 2 поколение Кроссовер 5-дв. , 2003",10412$ ,https://i.cars.kg/preview/r/htfdOskuGvAvh1q4HfeZVg/1080x-/20231117/a23117c8b41b4bb4f625ce173574d26f.jpg,"Кроссовер,черный,2.4л.,правыйруль,бензин,автомат,постоянныйполный,"
"Honda Shuttle 1 поколение Минивэн , 1999",4950$ ,,"Минивэн/Бус,серебряный,2.2л.,левыйруль,бензин,автомат,передний,"
"Toyota Camry XV50 [рестайлинг] Седан , 2018",29700$ ,https://i.cars.kg/preview/r/uFez7g9golrUBHox0cFHxQ/1080x-/20231118/be6e0d98fcf763f8b393a138db49a05f.jpg,"Седан,белый,2.5л.,левыйруль,гибрид,автомат,передний,"
"Toyota Camry XV30 Седан , 2004",8850$ ,https://i.cars.kg/preview/r/urAjNEyDPtXOkXE5qCLfkw/1080x-/20231117/03c4df1a1e893da0a9d4e19f02b9c35e.jpg,"Седан,дипломат,2.4л.,левыйруль,бензин,автомат,передний,"
"Honda CR-V 3 поколение [рестайлинг] Кроссовер , 2009",13700$ ,https://i.cars.kg/preview/r/qwTlZvqdTYr8VNR9J9lVvA/1080x-/20231117/66d0b843b65908f006aee6f63961bb68.jpg,"Кроссовер,черный,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Volkswagen Golf 2 поколение , 1992",1399$ ,https://i.cars.kg/preview/r/-KOaI4EbQcx2lf2L3enLrA/1080x-/20231117/fdae4642cf61504aa9c3cfffe2d7e201.jpg,"Купе,1.4л.,левыйруль,бензин,механика,"
"Honda Stepwgn 4 поколение Spada минивэн 5-дв. , 2011",12500$ ,https://i.cars.kg/preview/r/v3GUe4nUCnWPbbiw7LIOOw/1080x-/20231117/b1f333ee978699de80cc888bfc51a496.jpg,"Минивэн/Бус,белый,2л.,правыйруль,бензин,вариатор,передний,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Land Rover Range Rover 3 поколение [2-й рестайлинг] , 2012",31500$ ,https://i.cars.kg/preview/r/VCvPAwcpidUaazYMX8sPZA/1080x-/20231117/5bb4000f73dbdafb0e4aa3bc0970d24a.jpg,"Внедорожник/Пикап,черный,4.4л.,левыйруль,дизель,автомат,"
"Toyota Sequoia 2 поколение Внедорожник , 2010",34000$ ,https://i.cars.kg/preview/r/Xf6oKA79QeEKcadeYzG7Pw/1080x-/20231117/6526bd4bece3b8f0c84df6169d84262a.jpg,"Внедорожник/Пикап,белый,5.6л.,левыйруль,бензин,автомат,"
"Chevrolet Camaro 5 поколение [рестайлинг] Купе , 2023",47000$ ,https://i.cars.kg/preview/r/ixTyxyNp6wXqrfp-C3pb2w/1080x-/20231117/1ddbe1ad1880e0563bb64ba42330378d.jpg,"Купе,черный,2л.,левыйруль,бензин,автомат,задний,"
"Jeep Grand Cherokee WK Внедорожник 5-дв. , 2004",7500$ ,https://i.cars.kg/preview/r/tzcr0Cm30J4h8mQ7mnqgVw/1080x-/20231117/637546047a347031be9ee4ed1e5cfa12.jpg,"Внедорожник/Пикап,серебряный,3.0л.,левыйруль,дизель,автомат,постоянныйполный,"
"Jeep Grand Cherokee WJ Внедорожник , 2002",10500$ ,https://i.cars.kg/preview/r/LUNJ97G6ZG1jwtafbr5qQQ/1080x-/20231116/5802513f7abf2ed55bdd5a7c8104d4b5.jpg,"Внедорожник/Пикап,серый,2.7л.,левыйруль,дизель,автомат,постоянныйполный,"
"Nissan Murano Z50 Кроссовер , 2003",9000$ ,https://i.cars.kg/preview/r/df7WhQW9zKa4dFUuJEoDlA/1080x-/20231116/d8dea01fa9b1f2521846fab8ed4d61bb.jpg,"Кроссовер,серый,3.5л.,левыйруль,бензин,вариатор,постоянныйполный,"
"Mercedes-Benz S-Класс W221 Седан , 2005",14000$ ,https://i.cars.kg/preview/r/EvW1UF9wb32Aeomr4rIx_A/1080x-/20231116/5c22330d4dd38f302ac60eb6bafbb373.jpg,"Седан,белый,5.5л.,левыйруль,бензин,автомат,задний,"
"Kia Mohave 1 поколение Внедорожник , 2020",46000$ ,https://i.cars.kg/preview/r/_cZpmYgIcfOLWNYi1uxveg/1080x-/20231116/a49ac3c278a41077c479733d0b9972cc.jpg,"Внедорожник/Пикап,белый,3л.,левыйруль,бензин,автомат,постоянныйполный,"
"Mercedes-Benz C-Класс W203/S203/CL203 [рестайлинг] Седан 4-дв. , 2001",370000$ ,https://i.cars.kg/preview/r/9jMqpgpRrryGL2BFRwyxPQ/1080x-/20231116/5171bfeb6e45348b97cf9ccdc53016e4.jpg,"Седан,черный,2.6л.,правыйруль,бензин,автомат,задний,"
"Geely Monjaro, 2023",31500$ ,https://i.cars.kg/preview/r/QS71kuRZku-CivD-SUnGLg/1080x-/20231116/56b8983732741c12add678a38d219765.jpg,"Внедорожник/Пикап,черный,1.5л.,левыйруль,бензин,автомат,передний,"
"LIXANG L9, 2023",69500$ ,https://i.cars.kg/preview/r/rzHD6uzSvubpG5urybHYeQ/1080x-/20231116/63e34684b074d46bd5be6cf3251a40fb.jpg,"Внедорожник/Пикап,черный,1.5л.,гибрид,автомат,постоянныйполный,"
"BMW 3 серия E90/E91/E92/E93 Седан , 2006",12500$ ,https://i.cars.kg/preview/r/pE8_HZ5LE-qLY8P7OeKdfA/1080x-/20231116/4892d5f28d7fa438d3716933deb3e518.jpg,"Седан,черный,3л.,левыйруль,бензин,автомат,задний,"
"Mercedes-Benz E-Класс W210/S210 Седан 4-дв. , 1998",7000$ ,https://i.cars.kg/preview/r/NFcVz2HSjtrg8K6Rj0_-hg/1080x-/20231116/c53fa04b3544d83b3b82791e4be7ffb5.jpeg,"Седан,серебряный,3.2л.,левыйруль,бензин,автомат,задний,"
"Lexus Lx 600, 2022",175000$ ,https://i.cars.kg/preview/r/VWEXBVl_eSCCrlx7xkWhhQ/1080x-/20231116/a37efbcd1a1388a76dddc2dd3f43bfdc.jpg,"Внедорожник/Пикап,белый,3.5л.,левыйруль,бензин,автомат,постоянныйполный,"
"Lexus RX 4 поколение Кроссовер , 2021",67000$ ,https://i.cars.kg/preview/r/I6Q6YUo-k_saYFz444m_BA/1080x-/20231116/b18fd2ad7977a3799bb4748db8ceb671.jpg,"Кроссовер,белый,3.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"Toyota Highlander , 2021",59000$ ,https://i.cars.kg/preview/r/O7BbP5BwFtdppMJ3iJG7Vg/1080x-/20231116/7b195859962c61118fa1c08c911b5f2b.jpg,"черный,2.5л.,левыйруль,гибрид,автомат,полныйподключаемый,"
"Honda CR-V 2 поколение Кроссовер , 2001",9200$ ,https://i.cars.kg/preview/r/Jqd7QaAJuLceAt9LFQb8dw/1080x-/20231116/97e29e86ca50e3d2d9ecf35968d082a3.jpeg,"Кроссовер,серебряный,2.0л.,правыйруль,бензин,автомат,постоянныйполный,"
"Mazda Cronos 1 поколение Седан , 1992",2183$ ,https://i.cars.kg/preview/r/XKLEKzyxHho2kBYTu__FYg/1080x-/20231116/710fb6cbadd3cb608c2902b88f4c478f.jpg,"Седан,смарагд,1.8л.,левыйруль,бензин,механика,передний,"
"Honda Inspire 4 поколение Седан , 2003",7900$ ,https://i.cars.kg/preview/r/JVXIQyMyj4F6HSVQ5LBpQg/1080x-/20231119/d7b47959eadc000b7986dc5f72d9de58.jpg,"Седан,серый,3.0л.,правыйруль,бензин,автомат,задний,"
"Toyota Land Cruiser Prado J150 [рестайлинг] Внедорожник , 2014",42500$ ,https://i.cars.kg/preview/r/L9OBecMzpNQ8L_Be_YqWdw/1080x-/20231116/b8b9f599354d7fb438b24f81542317f7.jpg,"Внедорожник/Пикап,белый,2.7л.,левыйруль,бензин,автомат,постоянныйполный,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Audi A8 D3/4E Седан , 2004",9300$ ,https://i.cars.kg/preview/r/Svt8VRy9Go5fcFuHbc2q1g/1080x-/20231115/b55bd8548ac334671b06c367b2ced3ec.jpg,"Седан,дипломат,4.2л.,левыйруль,газ,автомат,постоянныйполный,"
"Kia K7 1 поколение [рестайлинг] Седан , 2018",24500$ ,https://i.cars.kg/preview/r/jmOpNmLq6w5svtIeBf_EmA/1080x-/20231115/c10aac8574dc97fd1ab6019abf888ff3.jpg,"Седан,черный,3.3л.,левыйруль,бензин,автомат,передний,"
"BMW 5 серия F07/F10/F11 [рестайлинг] Седан , 2019",55000$ ,https://i.cars.kg/preview/r/jkhADlLr19XeVxnYJgayng/1080x-/20231115/de9ce7788617a2e6c215869976ccc898.jpg,"Седан,синий,4.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Geely Preface , 2023",25000$ ,https://i.cars.kg/preview/r/iBMngT7LfpmbmHlxvsRXgA/1080x-/20231115/e65dce9c6848b6750ccdbfaf86756724.jpg,"Седан,2л.,левыйруль,бензин,автомат,передний,"
"Toyota Avensis 1 поколение Седан , 1998",3134$ ,https://i.cars.kg/preview/r/RjU5NFVoYYhAl8zyVeTb-A/1080x-/20231115/f1851f1c9ebc3ecfa5aba158276fdd02.jpg,"Седан,белый,1.6л.,левыйруль,бензин,механика,передний,"
"Nissan Navara D40 [рестайлинг] Double Cab пикап , 2016",21000$ ,https://i.cars.kg/preview/r/kYb4cUaxtc1Hl3vGVlcMYA/1080x-/20231115/078a60714a8c20835c4eee485657946f.jpg,"Внедорожник/Пикап,белый,2.5л.,левыйруль,бензин,механика,полныйподключаемый,"
"Volkswagen Jetta 5 поколение Седан 4-дв. , 2009",7200$ ,https://i.cars.kg/preview/r/V1DbgvA8ZnIIgFl-DbqObQ/1080x-/20231115/6f0d30ad00cefe70074b3eef0a2b80d7.jpg,"Седан,1.4л.,бензин,типтроник,передний,"
"Hyundai Santa Fe DM [рестайлинг] Premium кроссовер , 2018",36000$ ,https://i.cars.kg/preview/r/QDwVD_hUmrCJ3b5qPJWx3A/1080x-/20231115/12d53ee9518547e11c9cdc42171f1776.jpg,"Кроссовер,черный,2.2л.,левыйруль,дизель,автомат,постоянныйполный,"
"Toyota Camry XV50 [рестайлинг] Седан , 2018",20500$ ,https://i.cars.kg/preview/r/ONZyFrtxJ3jEXPoMFSFV1Q/1080x-/20231115/0818c91ed5002d2dd8db9fbd9cd49955.jpg,"Седан,коричневый,2.5л.,левыйруль,бензин,автомат,передний,"
"Volkswagen Touareg 1 поколение Кроссовер , 2005",6700$ ,https://i.cars.kg/preview/r/kmsQ30-Cxpnt5PzEomFDDQ/1080x-/20231115/0f7758a0e100c41c909b9668f4c231c9.jpg,"Кроссовер,серебряный,2.2л.,левыйруль,дизель,механика,задний,"
"Kia Morning , 2019",9200$ ,https://i.cars.kg/preview/r/qf90aIVD8Ydd2iqfSzeacQ/1080x-/20231115/90190a1257c05bcf4e28b83b23f0be36.jpg,"Хэтчбек,белый,1.0л.,левыйруль,бензин,автомат,передний,"
"Lexus RX , 2016",43000$ ,https://i.cars.kg/preview/r/g8hetngwRS1bOMuaklON9A/1080x-/20231115/a8fb7253af8d841dce42f38922c7e8fe.jpg,"Внедорожник/Пикап,мокрыйасфальт,3.5л.,левыйруль,бензин,автомат,полныйподключаемый,"
"BYD Song Plus, 2022",32000$ ,https://i.cars.kg/preview/r/4d0Vp6tmbW30g8vw5efccw/1080x-/20231115/da818d17860af9bd97d00390e1b91894.jpg,"Внедорожник/Пикап,серебряный,левыйруль,электро,автомат,передний,"
"Toyota Camry XV50 Седан 4-дв. , 2012",15500$ ,https://i.cars.kg/preview/r/PwjW2YBmI3s7iv05U0hVZw/1080x-/20231115/c8830b95ddcbcb9a6aa594c55767a4c0.jpg,"Седан,черный,2.5л.,левыйруль,бензин,автомат,передний,"
"Toyota Highlander , 2013",24000$ ,https://i.cars.kg/preview/r/WzGJmDYJdbz2mznVj3dn9Q/1080x-/20231115/906af29331fe2558b6ae03359832f00e.jpg,"Кроссовер,серебряный,2.7л.,левыйруль,бензин,автомат,передний,"
"BMW 5 серия F07/F10/F11 [рестайлинг] Седан , 2018",36000$ ,https://i.cars.kg/preview/r/4g3Z0Z4ts13qhX6Pp5fkFg/1080x-/20231115/743a24ab568d23e979be90e81862a42a.jpg,"Седан,черный,3л.,левыйруль,бензин,автомат,задний,"
"Lexus RX , 2010",22500$ ,https://i.cars.kg/preview/r/DGp6gSGikfJvbByQBNXUqA/1080x-/20231115/1529a9f8a77fa374234cc51a5c5e8467.jpg,"Внедорожник/Пикап,белый,3.5л.,левыйруль,бензин,полныйподключаемый,"
"Lexus GX 2 поколение [рестайлинг] Внедорожник , 2015",45000$ ,https://i.cars.kg/preview/r/XbHAtyVuY2OBmG7UL-f8AA/1080x-/20231115/58147ae645b67339b8040df1e91ef931.jpg,"Внедорожник/Пикап,белый,4.6л.,левыйруль,бензин,автомат,постоянныйполный,"
"BMW 5 серия F07/F10/F11 [рестайлинг] Седан , 2016",33500$ ,https://i.cars.kg/preview/r/ZWc6gaG3vw4S_cMqJUMmBw/1080x-/20231115/f879110b9f06e0b3cdf0aba24b639600.jpeg,"Седан,белый,2.0л.,левыйруль,дизель,автомат,задний,"
"Infiniti FX-Series 2 поколение Кроссовер 5-дв. , 2010",17300$ ,https://i.cars.kg/preview/r/v1BajPKcm4FaPLsWcnTtTA/1080x-/20231115/6229c639bc65f53cbd384262f80e97ae.jpg,"Кроссовер,белый,3.5л.,левыйруль,бензин,автомат,постоянныйполный,"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Hyundai Santa Fe DM [рестайлинг] Premium кроссовер , 2016",33000$ ,https://i.cars.kg/preview/r/pZ62I4EUa3UgIJfVQFh5ew/1080x-/20231115/4514e13436d541aaa8ab93e7f8c88bbd.jpeg,"Кроссовер,белый,2.4л.,левыйруль,бензин,автомат,постоянныйполный,"
"Daewoo Nexia 1 поколение [рестайлинг] Седан , 2011",2015$ ,https://i.cars.kg/preview/r/PTbegGUsjLxOglvg_iDPPA/1080x-/20231115/ccf0804b8d20e30675ba1c1ef96d0e67.jpeg,"Седан,серебряный,1.5л.,левыйруль,бензин,механика,передний,"
"Toyota Avalon XX40 Седан , 2023",32300$ ,https://i.cars.kg/preview/r/6g2-YzIfiIZMj1PCYQtV4g/1080x-/20231115/c118ece722f8da70663345e9ffc4535b.jpg,"Седан,черный,2л.,левыйруль,бензин,автомат,передний,"
"МАРКА: EXEED RX  ⭕ МОДЕЛЬ: ПЛАТИНУМ, 2023",33300$ ,https://i.cars.kg/preview/r/FRQOqSPJQqs0tQ_1Huf5UQ/1080x-/20231115/14143b972f95aea60fc36ebe51ec5dc7.jpg,"Кроссовер,черный,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"МАРКА: EXEED RX  ⭕ МОДЕЛЬ: ПЛАТИНУМ, 2023",33700$ ,https://i.cars.kg/preview/r/I51ifCLf7QnkCSpjuhKQ1g/1080x-/20231115/6807c8ed5432853a8cd36f7fcd3a377c.jpg,"Внедорожник/Пикап,серый,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"МАРКА: EXEED RX  ⭕ МОДЕЛЬ: ЛЮКС, 2023",37000$ ,https://i.cars.kg/preview/r/EwpHojXe3M6euvfJnCVQbg/1080x-/20231115/b82023898d8b9de6eaec8c3004cf5e7d.jpg,"Внедорожник/Пикап,серый,2л.,левыйруль,бензин,автомат,постоянныйполный,"
"Hyundai Grandeur HG Седан , 2017",14900$ ,https://i.cars.kg/preview/r/ctsNAGCxuawbw3dk-ZKmfQ/1080x-/20231115/a5b55f0f93e50d9f97265bc57889e498.jpg,"Седан,белый,3л.,левыйруль,газ,автомат,передний,"
"Toyota Camry XV50 [рестайлинг] Седан , 2016",20500$ ,https://i.cars.kg/preview/r/eug7eNi75VFoh9ekbp-KnA/1080x-/20231115/7fe88daf6f5ae5ed5c98bcaf65642697.jpeg,"Седан,черный,2.5л.,левыйруль,бензин,автомат,передний,"
"Lexus LS 4 поколение [рестайлинг] 460 седан 4-дв. , 2008",9200$ ,https://i.cars.kg/preview/r/2hyrmaAYiK6swFh5PJ2AhQ/1080x-/20231114/39d3d170746da0cc63efc431bb730da9.jpeg,"Седан,серебряный,4.6л.,левыйруль,бензин,автомат,постоянныйполный,"
"Lexus RX 4 поколение Кроссовер , 2021",71000$ ,https://i.cars.kg/preview/r/trZZpM6erdmYYCHoh1wqQA/1080x-/20231114/e684fa4bb10e656054b77f8e97091980.jpg,"Кроссовер,белый,3.5л.,левыйруль,гибрид,вариатор,полныйподключаемый,"
